spot_id,timestamp,latitude,longitude,area,is_shaded,is_near_entrance,time_of_day,status,is_handicap_accessible,has_camera_surveillance,is_ev_friendly,price_per_hour,max_duration
A75,2025-04-21 14:29:00,30.059075502300534,31.645838018840735,Madinaty,0,0,afternoon,0,0,1,0,18.98,2
A76,2025-04-30 07:10:00,30.06368995218278,31.649409976396104,Madinaty,1,1,morning,1,1,1,1,12.84,12
A77,2025-04-20 08:51:00,30.063466526633093,31.62649516217448,Madinaty,0,0,morning,0,1,0,1,5.65,8
A78,2025-04-30 23:02:00,30.06460277739109,31.634416882203908,Madinaty,1,1,night,0,1,0,0,10.14,23
A79,2025-04-03 13:11:00,30.060422265944407,31.645252167204216,Madinaty,0,1,afternoon,1,0,1,1,6.15,23
A80,2025-04-03 03:19:00,30.073660821424845,31.644995680356246,Madinaty,0,0,night,0,1,1,1,10.89,8
A81,2025-04-11 13:51:00,30.0591666899918,31.645652056490746,Madinaty,1,0,afternoon,1,0,0,0,15.05,13
A82,2025-04-15 07:09:00,30.06742162852475,31.63194318066007,Madinaty,0,1,morning,1,1,1,0,12.05,1
A83,2025-04-15 02:30:00,30.064021056608343,31.63175240378407,Madinaty,0,1,night,0,0,1,1,10.76,10
A84,2025-04-14 13:57:00,30.073964893141778,31.651810050012422,Madinaty,1,0,afternoon,1,1,1,0,6.79,21
A85,2025-04-17 07:29:00,30.06453285668653,31.625765347005167,Madinaty,1,0,morning,1,0,1,0,8.67,9
A86,2025-04-18 06:25:00,30.067116825655155,31.647960695196925,Madinaty,0,1,morning,1,0,0,1,6.5,2
A87,2025-04-19 23:33:00,30.07013112059236,31.635934692484664,Madinaty,0,0,night,0,1,0,1,17.11,19
A88,2025-04-05 16:56:00,30.062625660121252,31.65341028962242,Madinaty,0,1,afternoon,1,0,0,0,7.03,22
A89,2025-04-24 14:24:00,30.075489415955765,31.627031451944077,Madinaty,0,0,afternoon,1,1,0,1,13.93,14
A90,2025-04-24 00:25:00,30.06672102900835,31.63279309023814,Madinaty,0,1,night,1,1,0,0,10.14,10
A91,2025-04-22 13:38:00,30.07426498435906,31.649466106042087,Madinaty,0,0,afternoon,0,1,0,0,8.39,10
A92,2025-04-20 21:35:00,30.075764176753772,31.648510197192113,Madinaty,1,0,night,0,1,1,1,14.59,8
A93,2025-04-14 10:14:00,30.07204738626132,31.635392269041397,Madinaty,1,1,morning,0,1,0,1,11.86,14
A94,2025-04-25 09:59:00,30.065594159557218,31.636225374236982,Madinaty,0,1,morning,1,1,1,0,11.0,13
A95,2025-04-03 20:38:00,30.070472733450263,31.633064314451953,Madinaty,0,0,evening,0,1,1,0,13.89,6
A96,2025-04-22 15:33:00,30.06127558730713,31.643652102858923,Madinaty,0,0,afternoon,1,1,1,0,12.37,21
A97,2025-04-21 12:14:00,30.066208741518242,31.62683857841553,Madinaty,0,0,afternoon,1,1,0,1,9.55,13
A98,2025-04-21 08:44:00,30.07246007816936,31.630046225345144,Madinaty,0,0,morning,0,1,1,0,13.39,3
A99,2025-04-23 04:41:00,30.074906316403798,31.65128295058704,Madinaty,1,1,night,1,1,0,1,15.04,20
A100,2025-04-18 20:33:00,30.07145136703439,31.650323128354962,Madinaty,0,0,evening,1,0,1,0,5.4,13
A101,2025-04-11 02:30:00,30.073515021597313,31.637392286450876,Madinaty,0,1,night,1,0,1,1,11.99,23
A102,2025-04-13 20:26:00,30.06367762634768,31.627894839191715,Madinaty,1,1,evening,0,1,0,0,5.87,23
A103,2025-04-07 00:45:00,30.07065770800372,31.65375243179723,Madinaty,0,0,night,0,1,1,1,7.8,19
A104,2025-04-29 08:55:00,30.074964017669465,31.644108071826192,Madinaty,1,0,morning,1,1,1,0,13.41,16
A105,2025-04-11 01:39:00,30.075836088771414,31.638761571280178,Madinaty,1,1,night,0,1,1,0,17.99,4
A106,2025-04-20 08:38:00,30.063558302702635,31.648029716464116,Madinaty,1,1,morning,0,1,1,0,18.24,3
A107,2025-04-13 01:59:00,30.060125777849528,31.645007800120954,Madinaty,0,0,night,0,1,0,0,6.05,15
A108,2025-04-27 14:13:00,30.06779869356555,31.650399660505084,Madinaty,1,0,afternoon,0,1,1,1,11.29,15
A109,2025-04-04 19:28:00,30.068833641294205,31.6464645395477,Madinaty,0,0,evening,0,1,1,1,13.75,18
A110,2025-04-03 19:52:00,30.073975413997044,31.65107096386666,Madinaty,1,1,evening,1,0,0,1,7.21,22
A111,2025-04-17 12:27:00,30.066168017660537,31.64719091392779,Madinaty,0,0,afternoon,1,1,1,1,16.48,7
A112,2025-04-28 14:22:00,30.074509321801177,31.646218606559806,Madinaty,1,1,afternoon,1,0,1,1,16.16,20
A113,2025-04-03 13:10:00,30.067689077644964,31.631903488164436,Madinaty,0,1,afternoon,1,1,1,0,18.55,5
A114,2025-04-26 20:52:00,30.063856872303955,31.643866769990414,Madinaty,1,1,evening,1,1,1,1,5.13,8
A115,2025-04-24 14:20:00,30.07453622363797,31.648021557596824,Madinaty,1,1,afternoon,1,0,0,1,8.25,23
A116,2025-04-29 03:23:00,30.075981406266575,31.647473676780056,Madinaty,0,0,night,0,1,1,1,17.41,10
A117,2025-04-30 06:21:00,30.063650920994053,31.64927758727163,Madinaty,0,1,morning,1,0,0,1,15.06,1
A118,2025-04-09 11:30:00,30.06487443956131,31.629793186361717,Madinaty,1,0,morning,1,1,1,0,18.42,11
A119,2025-04-14 04:41:00,30.07219508497492,31.64210586201438,Madinaty,0,0,night,1,1,1,0,5.86,3
A120,2025-04-20 22:06:00,30.076250377825268,31.641060575928964,Madinaty,0,1,night,1,0,1,0,13.95,21
A121,2025-04-29 04:44:00,30.07422412324217,31.63274438888564,Madinaty,1,1,night,1,1,0,0,13.54,3
A122,2025-04-04 06:49:00,30.062138339728552,31.645860942217194,Madinaty,1,0,morning,0,0,1,1,5.54,15
A123,2025-04-21 02:54:00,30.06822329423477,31.638317161432607,Madinaty,0,1,night,1,1,1,1,12.7,17
A124,2025-04-07 09:37:00,30.07139454961657,31.635262572834268,Madinaty,1,1,morning,1,0,0,0,14.14,18
A125,2025-04-28 06:16:00,30.071937725223954,31.632021573257738,Madinaty,1,1,morning,0,0,0,0,7.87,8
A126,2025-04-11 04:47:00,30.066824142987148,31.632689244582163,Madinaty,1,1,night,0,1,0,1,9.1,23
A127,2025-04-13 07:22:00,30.06323566920402,31.652272520291497,Madinaty,1,0,morning,1,1,0,1,14.61,13
A128,2025-04-11 15:04:00,30.070030732382264,31.652549714957466,Madinaty,0,1,afternoon,1,0,1,0,12.02,10
A129,2025-04-22 00:17:00,30.067311756850142,31.6346335900579,Madinaty,1,0,night,0,1,1,0,17.87,3
A130,2025-04-14 02:50:00,30.066175189921037,31.6367718239969,Madinaty,0,1,night,0,1,1,0,10.14,20
A131,2025-04-07 07:28:00,30.0736055816216,31.648695431859196,Madinaty,1,0,morning,1,1,1,0,9.0,14
A132,2025-04-02 05:51:00,30.073338077468705,31.645220759170165,Madinaty,0,0,night,0,0,0,1,19.77,13
A133,2025-04-22 00:35:00,30.06503856939297,31.627511077026053,Madinaty,1,1,night,1,0,1,1,18.67,3
A134,2025-04-30 14:02:00,30.068544830076938,31.635895503149115,Madinaty,0,1,afternoon,1,0,1,1,5.43,13
A135,2025-04-23 21:38:00,30.069059068749226,31.647089296524967,Madinaty,0,0,night,1,0,1,0,16.56,20
A136,2025-04-02 05:53:00,30.068362572620337,31.63701895255333,Madinaty,0,0,night,1,0,1,1,6.66,23
A137,2025-04-23 13:23:00,30.07650530083695,31.648351526748215,Madinaty,0,0,afternoon,0,0,0,1,5.41,9
A138,2025-04-25 10:53:00,30.06089204792509,31.647937344449932,Madinaty,0,0,morning,0,0,1,0,9.11,16
A139,2025-04-05 02:55:00,30.071180533182254,31.652454813893126,Madinaty,1,1,night,1,0,1,0,9.04,23
A140,2025-04-29 17:27:00,30.070602093160282,31.647705399151164,Madinaty,1,1,evening,1,0,1,0,17.29,23
A141,2025-04-21 19:25:00,30.073137551484884,31.647611912556684,Madinaty,0,1,evening,1,1,0,0,15.66,8
A142,2025-04-01 17:32:00,30.074409954956,31.63980049781183,Madinaty,0,0,evening,1,0,0,0,19.72,12
A143,2025-04-05 14:07:00,30.066648418095916,31.629957105805538,Madinaty,0,0,afternoon,1,1,1,0,15.67,12
A144,2025-04-20 03:27:00,30.076271164569782,31.633163009754206,Madinaty,0,0,night,1,1,1,1,11.27,19
A145,2025-04-04 21:51:00,30.061156031459014,31.64435110314008,Madinaty,1,0,night,1,1,1,1,15.48,17
A146,2025-04-02 03:43:00,30.076187178815978,31.635146018369742,Madinaty,0,0,night,0,0,0,1,19.99,15
A147,2025-04-27 08:35:00,30.068080046097467,31.6299103994042,Madinaty,1,1,morning,1,0,1,1,15.65,22
A148,2025-04-29 07:59:00,30.064914012519772,31.626857461816623,Madinaty,1,1,morning,1,0,1,1,16.43,18
A149,2025-04-17 01:41:00,30.067750085628127,31.647332024643983,Madinaty,0,1,night,0,0,1,1,19.08,7
A150,2025-04-20 20:03:00,30.068028911843772,31.64562532812798,Madinaty,1,0,evening,0,1,0,0,6.7,13
A151,2025-04-01 17:17:00,30.062024945297782,31.637039206119514,Madinaty,0,0,evening,0,0,1,0,15.57,19
A152,2025-05-01 02:25:00,30.068272732333423,31.649222769881835,Madinaty,0,1,night,0,0,1,0,17.76,16
A153,2025-04-12 11:05:00,30.07604948214048,31.643322448189114,Madinaty,0,1,morning,1,0,0,1,19.32,11
A154,2025-04-17 16:58:00,30.06357271716949,31.64454032658981,Madinaty,0,1,afternoon,1,0,0,1,8.16,5
A155,2025-04-15 17:06:00,30.060500043954423,31.636577187948603,Madinaty,1,0,evening,1,0,1,0,12.56,2
A156,2025-04-19 17:02:00,30.074853533440756,31.650781113179136,Madinaty,1,0,evening,1,1,0,0,15.21,1
A157,2025-04-25 03:31:00,30.063476268027063,31.626729765105576,Madinaty,1,1,night,1,0,1,0,8.71,16
A158,2025-04-07 14:30:00,30.062049217079753,31.64434570949741,Madinaty,0,1,afternoon,0,1,0,0,14.01,5
A159,2025-04-07 01:27:00,30.063832206050584,31.626236111020237,Madinaty,0,1,night,0,0,0,0,8.86,7
A160,2025-04-30 06:54:00,30.071456750345586,31.652368251255474,Madinaty,1,0,morning,1,1,1,1,10.0,9
A161,2025-04-27 12:37:00,30.07621077043006,31.63856587398929,Madinaty,1,0,afternoon,1,0,1,1,11.62,4
A162,2025-04-05 04:50:00,30.071794057505336,31.635613918642335,Madinaty,0,0,night,0,0,1,1,12.94,19
A163,2025-04-30 20:10:00,30.071170092487865,31.645806370786115,Madinaty,0,1,evening,1,1,0,0,11.74,20
A164,2025-04-25 10:43:00,30.07083987607793,31.64193661416561,Madinaty,0,0,morning,1,1,1,1,12.4,15
A165,2025-04-28 07:20:00,30.063440145767608,31.64204319398029,Madinaty,0,0,morning,1,1,1,0,9.48,7
A166,2025-04-26 01:49:00,30.064018836355206,31.636614178706992,Madinaty,0,1,night,0,0,1,1,7.38,18
A167,2025-04-11 03:31:00,30.060082806993535,31.642899062273358,Madinaty,0,0,night,1,1,1,0,5.71,5
A168,2025-04-21 11:23:00,30.070439934323346,31.6444060006467,Madinaty,0,1,morning,1,0,1,0,7.94,21
A169,2025-04-06 23:59:00,30.063453922401827,31.63713951458958,Madinaty,0,1,night,0,0,0,1,13.73,13
A170,2025-04-03 02:14:00,30.072532981251772,31.629561847046947,Madinaty,0,1,night,1,1,1,1,16.79,3
A171,2025-04-26 21:58:00,30.064538437514276,31.62724252183459,Madinaty,0,0,night,0,1,1,1,7.54,6
A172,2025-04-15 20:23:00,30.07569242241836,31.64606827769078,Madinaty,0,0,evening,0,0,0,1,6.63,12
A173,2025-04-25 02:58:00,30.069223092760893,31.64598883081862,Madinaty,1,0,night,0,0,1,1,16.24,21
A174,2025-04-06 22:31:00,30.06037289695335,31.62574034935972,Madinaty,1,1,night,1,1,1,0,9.58,18
A175,2025-04-20 02:21:00,30.06914525682919,31.636632008914045,Madinaty,0,1,night,0,1,1,1,19.27,18
A176,2025-04-12 08:40:00,30.06730838442914,31.646901057493956,Madinaty,1,0,morning,1,1,1,1,15.71,4
A177,2025-04-18 07:18:00,30.060174894198763,31.643142589271196,Madinaty,1,0,morning,1,0,1,0,9.9,20
A178,2025-04-20 23:11:00,30.06820440472894,31.640727890371178,Madinaty,0,0,night,0,0,0,1,9.34,23
A179,2025-04-13 11:01:00,30.07028914945846,31.630387236431293,Madinaty,0,1,morning,1,0,0,0,12.86,14
A180,2025-04-29 21:53:00,30.06509124441966,31.65204346508637,Madinaty,0,1,night,0,0,0,1,6.19,14
A181,2025-04-23 06:50:00,30.068728027382274,31.653992710240853,Madinaty,1,1,morning,1,0,1,1,6.77,1
A182,2025-04-19 14:10:00,30.07412612134097,31.65103609690318,Madinaty,0,1,afternoon,0,0,0,0,7.64,11
A183,2025-04-07 14:26:00,30.07554295750625,31.638363230727414,Madinaty,0,0,afternoon,1,1,1,1,16.62,22
A184,2025-04-23 09:18:00,30.06574433954303,31.64109585350645,Madinaty,0,0,morning,0,0,1,1,12.71,9
A185,2025-04-02 15:56:00,30.076865384338614,31.630739863552304,Madinaty,1,0,afternoon,1,0,1,1,5.16,18
A186,2025-04-24 10:40:00,30.07615897497618,31.63993569155163,Madinaty,0,1,morning,1,0,0,1,15.1,5
A187,2025-04-13 06:49:00,30.068242177050607,31.646754798459256,Madinaty,0,0,morning,0,1,0,0,11.36,10
A188,2025-04-30 09:14:00,30.062571980852265,31.632270679259282,Madinaty,0,1,morning,0,0,0,0,12.66,15
A189,2025-04-26 16:35:00,30.06930748020004,31.63682965384831,Madinaty,0,0,afternoon,1,0,1,1,8.21,10
A190,2025-04-11 07:56:00,30.06493116396033,31.638361023465563,Madinaty,0,0,morning,1,1,0,1,13.28,16
A191,2025-04-17 21:45:00,30.061186067159035,31.6343794264239,Madinaty,0,1,night,0,0,1,0,19.69,4
A192,2025-04-11 09:21:00,30.070291517586572,31.63955820384269,Madinaty,0,1,morning,1,0,0,0,6.1,4
A193,2025-04-17 00:03:00,30.063702695565237,31.62706453408774,Madinaty,0,1,night,1,0,0,1,9.26,8
A194,2025-04-23 09:25:00,30.076412997544036,31.627380751549758,Madinaty,0,1,morning,0,0,1,0,8.64,6
A195,2025-04-10 03:21:00,30.059497223531125,31.639575871875046,Madinaty,1,1,night,1,0,1,0,8.73,23
A196,2025-04-19 01:35:00,30.064188467076583,31.644807066486745,Madinaty,1,1,night,1,1,0,0,10.68,11
A197,2025-04-04 21:00:00,30.076490148376212,31.65212207179161,Madinaty,1,1,night,0,1,0,0,17.27,13
A198,2025-04-23 19:32:00,30.07608993911582,31.63068875225214,Madinaty,1,1,evening,0,1,0,1,18.69,19
A199,2025-04-07 14:18:00,30.07570299020642,31.646177898292205,Madinaty,0,1,afternoon,1,0,1,0,8.03,11
A200,2025-04-22 07:07:00,30.075497803037308,31.63782559159246,Madinaty,0,1,morning,1,0,1,1,13.14,2
A201,2025-04-12 15:27:00,30.072776626428624,31.630135819395036,Madinaty,0,1,afternoon,1,0,0,1,14.55,3
A202,2025-04-11 11:38:00,30.060877595429222,31.650552055156922,Madinaty,0,1,morning,1,1,0,0,12.83,15
A203,2025-04-28 10:10:00,30.07056049424363,31.627259040761896,Madinaty,1,1,morning,1,0,1,1,11.51,13
A204,2025-04-09 14:09:00,30.061503462962808,31.630512609747633,Madinaty,0,1,afternoon,1,0,0,1,7.88,10
A205,2025-04-15 14:53:00,30.07451908252938,31.626732773015185,Madinaty,1,0,afternoon,0,1,1,0,12.32,5
A206,2025-04-19 07:50:00,30.06582484690229,31.62982364400204,Madinaty,1,0,morning,0,0,1,0,11.02,11
A207,2025-04-29 08:45:00,30.06403541450525,31.63143702511306,Madinaty,1,0,morning,0,1,1,0,16.93,23
A208,2025-04-26 08:00:00,30.060944005216633,31.649586152689416,Madinaty,0,0,morning,1,1,1,1,16.45,14
A209,2025-04-22 16:17:00,30.065108951028645,31.642476707498197,Madinaty,1,0,afternoon,1,1,1,1,7.01,20
A210,2025-04-07 16:28:00,30.06918463762235,31.64262157682077,Madinaty,1,1,afternoon,0,0,1,1,6.33,15
A211,2025-04-09 16:17:00,30.071814743900983,31.626649726527017,Madinaty,0,0,afternoon,1,0,0,1,18.62,13
A212,2025-04-19 11:14:00,30.06747864931539,31.644771218689602,Madinaty,0,0,morning,1,0,1,0,13.03,3
A213,2025-04-06 13:38:00,30.068368764144203,31.64662314447106,Madinaty,1,0,afternoon,1,0,1,1,17.87,9
A214,2025-04-25 16:40:00,30.06979534453419,31.647473433164283,Madinaty,1,0,afternoon,1,0,0,0,5.87,8
A215,2025-04-11 00:02:00,30.06662716814642,31.648578299720622,Madinaty,1,0,night,0,0,1,0,12.9,15
A216,2025-04-13 20:41:00,30.072533450671376,31.630739121383584,Madinaty,1,0,evening,0,0,0,0,13.09,23
A217,2025-04-10 10:08:00,30.07245988915143,31.646935697051326,Madinaty,1,1,morning,0,1,1,0,17.91,1
A218,2025-04-08 14:26:00,30.073186495593376,31.639807958177403,Madinaty,0,1,afternoon,1,0,0,1,6.46,2
A219,2025-04-12 15:51:00,30.070544530572846,31.650245779590026,Madinaty,1,0,afternoon,1,1,0,0,8.61,9
A220,2025-04-16 02:24:00,30.076272006227747,31.645466869290434,Madinaty,1,1,night,1,0,1,1,11.1,21
A221,2025-04-03 13:19:00,30.064393378393383,31.64085127741839,Madinaty,1,1,afternoon,0,0,1,0,17.99,17
A222,2025-04-21 11:34:00,30.073120916388557,31.637098362104766,Madinaty,1,1,morning,1,0,1,0,19.08,9
A223,2025-04-12 12:27:00,30.074036499350107,31.62767764717721,Madinaty,1,1,afternoon,1,1,1,0,19.89,1
A224,2025-04-07 10:10:00,30.071297105292654,31.64785837716721,Madinaty,0,0,morning,0,1,0,1,19.39,8
A225,2025-04-25 17:20:00,30.07075687132142,31.63543276264664,Madinaty,0,0,evening,0,1,0,0,5.09,5
A226,2025-04-17 05:19:00,30.076009016741835,31.649244126887215,Madinaty,1,0,night,1,1,0,0,5.72,11
A227,2025-04-09 06:06:00,30.07615800467713,31.628465109652154,Madinaty,0,1,morning,0,0,1,0,7.21,6
A228,2025-04-02 04:37:00,30.060863611704132,31.64762603945004,Madinaty,1,0,night,1,1,0,0,10.23,17
A229,2025-04-10 02:20:00,30.0726209741436,31.646784348777288,Madinaty,1,0,night,1,0,1,1,17.45,18
A230,2025-04-07 10:46:00,30.072908946365803,31.628483502415662,Madinaty,0,1,morning,1,0,1,1,18.39,23
A231,2025-04-04 10:09:00,30.073745426052323,31.64348401961409,Madinaty,1,1,morning,0,1,0,0,7.8,18
A232,2025-04-23 00:31:00,30.06336504729986,31.63226614756162,Madinaty,1,1,night,1,1,1,0,14.29,5
A233,2025-04-18 16:21:00,30.074694990950547,31.628892119520536,Madinaty,1,0,afternoon,0,1,0,1,18.76,5
A234,2025-04-20 01:27:00,30.06704765986752,31.64125237083822,Madinaty,0,0,night,0,1,1,1,11.96,19
